Wall time,Step,Value
1615404111.606455,5000,0.15126030147075653
1615404216.6924937,10000,0.14012402296066284
1615404321.7389586,15000,0.13304772973060608
1615404426.8081846,20000,0.1278175711631775
1615404532.4105809,25000,0.12492527067661285
1615404637.6223004,30000,0.12185163795948029
1615404743.118185,35000,0.11915957182645798
1615404848.075552,40000,0.11811933666467667
1615404953.6162415,45000,0.11582531780004501
1615405058.523936,50000,0.1146778091788292
1615405164.157208,55000,0.1136433333158493
1615405269.4533355,60000,0.11289151757955551
1615405375.3022413,65000,0.11196836829185486
1615405480.3942876,70000,0.11091221868991852
1615405586.0437562,75000,0.11059325188398361
1615405691.0483985,80000,0.10963093489408493
1615405796.246255,85000,0.10794360190629959
1615405901.2251832,90000,0.10772600024938583
1615406006.0861723,95000,0.10753452032804489
1615406111.127227,100000,0.10746529698371887
