Wall time,Step,Value
1615347249.765053,5000,0.14425726234912872
1615347649.4700933,10000,0.11838041245937347
1615348049.1567225,15000,0.11516565829515457
1615348448.8370268,20000,0.10859639942646027
1615348844.8001518,25000,0.10740940272808075
1615349248.968464,30000,0.10562539845705032
1615349648.9376225,35000,0.10415762662887573
1615350049.0626457,40000,0.10559358447790146
1615350449.0849905,45000,0.10277406871318817
1615350849.0443835,50000,0.10379938781261444
1615397590.6410615,55000,0.10272809118032455
1615397885.5920737,60000,0.10154484957456589
1615398178.8921971,65000,0.10224714130163193
1615398470.0163367,70000,0.10265186429023743
1615398764.3314528,75000,0.10318838059902191
1615399058.1376538,80000,0.10050147026777267
1615399350.0582843,85000,0.098664291203022
1615399644.1717317,90000,0.09880022704601288
1615399940.0703266,95000,0.09852959215641022
1615400878.4514017,100000,0.09848380833864212
1615401173.2925746,105000,0.09846537560224533
1615401469.1860785,110000,0.0981401652097702
1615401763.3042881,115000,0.09843240678310394
1615402059.6428509,120000,0.09819336980581284
1615402351.7310295,125000,0.09833944588899612
1615402641.1494226,130000,0.09808855503797531
1615402929.9543467,135000,0.09818246960639954
1615403222.7801983,140000,0.09847286343574524
