Wall time,Step,Value
1615586212.90028,5000,0.1291758418083191
1615586410.561987,10000,0.11768393963575363
1615586610.6634824,15000,0.11472141742706299
1615586806.7420378,20000,0.10933767259120941
1615587003.2458522,25000,0.10508625954389572
1615587199.8237057,30000,0.10578221082687378
1615587399.376783,35000,0.1023445650935173
1615587628.7730956,40000,0.10019344836473465
1615587825.4244301,45000,0.10030638426542282
1615588022.5762842,50000,0.10008958727121353
1615588217.7636528,55000,0.09849637001752853
1615588437.4056823,60000,0.09944231808185577
1615588633.837945,65000,0.09924346953630447
1615601942.4543304,70000,0.09872608631849289
1615602141.526366,75000,0.09835999459028244
1615602341.2135165,80000,0.09796278923749924
1615602538.8182013,85000,0.09510494768619537
1615602737.6386678,90000,0.0950571671128273
1615602936.456816,95000,0.09484406560659409
1615603134.5274587,100000,0.09478649497032166
1615603330.9691684,105000,0.09519845247268677
1615603527.64212,110000,0.09495551884174347
1615603724.0696213,115000,0.0947241261601448
1615603921.0001457,120000,0.09468617290258408
1615604117.425397,125000,0.09431318193674088
1615604314.5352063,130000,0.09443014860153198
1615604511.8829393,135000,0.09434226155281067
1615604710.5302067,140000,0.09410550445318222
1615604907.0857844,145000,0.09428896009922028
