Wall time,Step,Value
1615578025.1044633,5000,0.12251651287078857
1615578239.9015718,10000,0.11138348281383514
1615578455.3561516,15000,0.10549615323543549
1615578672.7114801,20000,0.10842227190732956
1615578890.9191065,25000,0.10098724812269211
1615579107.7075195,30000,0.09913244843482971
1615579325.4922068,35000,0.09813658148050308
1615579541.3851347,40000,0.09741126000881195
1615579758.4267678,45000,0.09612513333559036
1615579975.159936,50000,0.09612162411212921
1615580193.8850102,55000,0.09489309787750244
1615580410.814078,60000,0.0981760174036026
1615580631.4044864,65000,0.09524573385715485
1615580850.8463619,70000,0.09501077979803085
1615581070.3928254,75000,0.09393546730279922
1615581288.9426177,80000,0.09359608590602875
1615581506.028323,85000,0.09232684969902039
1615581721.346858,90000,0.09230072051286697
1615581936.5713284,95000,0.09256498515605927
1615582153.171406,100000,0.0920640155673027
