Wall time,Step,Value
1615260068.4463317,5000,0.14779333770275116
1615260326.683466,10000,0.1357591152191162
1615260583.9501944,15000,0.13095851242542267
1615260841.7848134,20000,0.12801246345043182
1615261100.238915,25000,0.12788273394107819
1615261355.428259,30000,0.12626279890537262
1615261615.769066,35000,0.125050887465477
1615261870.7314646,40000,0.12765847146511078
1615262124.5562658,45000,0.12440865486860275
1615307032.2747529,50000,0.12563928961753845
1615307295.8196568,55000,0.12411507219076157
1615307558.2674234,60000,0.12295257300138474
1615307821.9668634,65000,0.1226380467414856
1615308085.1078753,70000,0.12388191372156143
1615308347.3097463,75000,0.11805916577577591
1615308608.7681248,80000,0.12176939100027084
1615308873.209863,85000,0.12114769965410233
1615309135.480725,90000,0.1209055483341217
1615309395.9062924,95000,0.1211654469370842
1615309657.659453,100000,0.12151702493429184
1615309920.4428053,105000,0.12101349979639053
1615310183.9597116,110000,0.1206127479672432
1615310445.697468,115000,0.12049143761396408
1615310708.805871,120000,0.12008289247751236
1615310971.8526657,125000,0.1203528344631195
1615311234.9255977,130000,0.12046679854393005
1615311494.665612,135000,0.12074179202318192
1615311755.0323298,140000,0.12108626961708069
1615312017.6466575,145000,0.12073490768671036
